ID caso;Actividad;Ejecutor;Inicio;Fin;tipoDefecto;tipoTelefono;numeroReparaciones;defectoArreglado
246;Probar reparacion;Tester5;07-01-2011 2:51;07-01-2011 3:01;;;3;TRUE
246;Archivar reparacion;Sistema;07-01-2011 3:08;07-01-2011 3:08;;;3;TRUE
247;Registrar;Sistema;07-01-2011 2:53;07-01-2011 2:53;;;;
247;Analizar defecto;Tester6;07-01-2011 2:53;07-01-2011 2:59;7;T2;;
247;Informar a cliente;Sistema;07-01-2011 3:37;07-01-2011 3:37;;;;
247;Reparacion (compleja);ReparadorC3;07-01-2011 4:10;07-01-2011 4:10;;;;
247;Probar reparacion;Tester3;07-01-2011 4:10;07-01-2011 4:15;;;0;TRUE
247;Archivar reparacion;Sistema;07-01-2011 4:20;07-01-2011 4:20;;;0;TRUE
248;Registrar;Sistema;06-01-2011 1:25;06-01-2011 1:25;;;;
248;Analizar defecto;Tester1;06-01-2011 1:25;06-01-2011 1:30;4;T1;;
248;Reparacion (simple);ReparadorS3;06-01-2011 1:32;06-01-2011 1:44;;;;
248;Probar reparacion;Tester4;06-01-2011 1:44;06-01-2011 1:53;;;1;TRUE
248;Informar a cliente;Sistema;06-01-2011 2:08;06-01-2011 2:08;;;;
248;Archivar reparacion;Sistema;06-01-2011 2:08;06-01-2011 2:08;;;1;TRUE
249;Registrar;Sistema;06-01-2011 9:30;06-01-2011 9:30;;;;
249;Analizar defecto;Tester4;06-01-2011 9:30;06-01-2011 9:39;8;T1;;
249;Reparacion (compleja);ReparadorC1;06-01-2011 9:45;06-01-2011 9:56;;;;
249;Informar a cliente;Sistema;06-01-2011 10:01;06-01-2011 10:01;;;;
249;Probar reparacion;Tester2;06-01-2011 10:03;06-01-2011 10:03;;;0;TRUE
249;Archivar reparacion;Sistema;06-01-2011 10:13;06-01-2011 10:13;;;0;TRUE
25;Registrar;Sistema;02-01-2011 3:46;02-01-2011 3:46;;;;
25;Analizar defecto;Tester1;02-01-2011 3:46;02-01-2011 3:52;7;T3;;
25;Reparacion (compleja);ReparadorC2;02-01-2011 4:15;02-01-2011 4:33;;;;
25;Informar a cliente;Sistema;02-01-2011 4:35;02-01-2011 4:35;;;;
25;Probar reparacion;Tester3;02-01-2011 4:40;02-01-2011 4:40;;;0;TRUE
25;Archivar reparacion;Sistema;02-01-2011 4:47;02-01-2011 4:47;;;0;TRUE
250;Registrar;Sistema;07-01-2011 15:52;07-01-2011 15:52;;;;
250;Analizar defecto;Tester4;07-01-2011 15:52;07-01-2011 16:02;8;T1;;
250;Reparacion (compleja);ReparadorC1;07-01-2011 16:12;07-01-2011 16:28;;;;
250;Probar reparacion;Tester6;07-01-2011 16:28;07-01-2011 16:37;;;0;TRUE
250;Informar a cliente;Sistema;07-01-2011 16:41;07-01-2011 16:41;;;;
250;Archivar reparacion;Sistema;07-01-2011 16:46;07-01-2011 16:46;;;0;TRUE
251;Registrar;Sistema;07-01-2011 2:05;07-01-2011 2:05;;;;
251;Analizar defecto;Tester1;07-01-2011 2:05;07-01-2011 2:15;3;T1;;
251;Informar a cliente;Sistema;07-01-2011 2:41;07-01-2011 2:41;;;;
251;Reparacion (simple);ReparadorS1;07-01-2011 2:44;07-01-2011 2:44;;;;
251;Probar reparacion;Tester1;07-01-2011 2:44;07-01-2011 2:50;;;1;FALSE
251;Volver a reparar;Sistema;07-01-2011 3:00;07-01-2011 3:00;;;;
251;Reparacion (simple);ReparadorS3;07-01-2011 3:00;07-01-2011 3:11;;;;
251;Probar reparacion;Tester4;07-01-2011 3:11;07-01-2011 3:19;;;2;TRUE
251;Archivar reparacion;Sistema;07-01-2011 3:29;07-01-2011 3:29;;;2;TRUE
252;Registrar;Sistema;07-01-2011 14:06;07-01-2011 14:06;;;;
252;Analizar defecto;Tester6;07-01-2011 14:06;07-01-2011 14:11;6;T1;;
252;Informar a cliente;Sistema;07-01-2011 14:32;07-01-2011 14:32;;;;
252;Reparacion (compleja);ReparadorC1;07-01-2011 14:45;07-01-2011 14:45;;;;
252;Probar reparacion;Tester4;07-01-2011 14:45;07-01-2011 14:50;;;0;TRUE
252;Archivar reparacion;Sistema;07-01-2011 15:00;07-01-2011 15:00;;;0;TRUE
253;Registrar;Sistema;06-01-2011 10:21;06-01-2011 10:21;;;;
253;Analizar defecto;Tester1;06-01-2011 10:21;06-01-2011 10:27;1;T1;;
253;Reparacion (simple);ReparadorS1;06-01-2011 10:34;06-01-2011 10:39;;;;
253;Probar reparacion;Tester2;06-01-2011 10:39;06-01-2011 10:48;;;1;FALSE
253;Informar a cliente;Sistema;06-01-2011 10:54;06-01-2011 10:54;;;;
253;Volver a reparar;Sistema;06-01-2011 10:55;06-01-2011 10:55;;;;
253;Reparacion (simple);ReparadorS2;06-01-2011 10:55;06-01-2011 11:00;;;;
253;Probar reparacion;Tester2;06-01-2011 11:00;06-01-2011 11:10;;;2;TRUE
253;Archivar reparacion;Sistema;06-01-2011 11:15;06-01-2011 11:15;;;2;TRUE
254;Registrar;Sistema;07-01-2011 16:52;07-01-2011 16:52;;;;
254;Analizar defecto;Tester6;07-01-2011 16:52;07-01-2011 17:02;5;T3;;
254;Reparacion (simple);ReparadorS1;07-01-2011 17:10;07-01-2011 17:15;;;;
254;Probar reparacion;Tester2;07-01-2011 17:15;07-01-2011 17:25;;;1;FALSE
254;Volver a reparar;Sistema;07-01-2011 17:34;07-01-2011 17:34;;;;
254;Informar a cliente;Sistema;07-01-2011 17:46;07-01-2011 17:46;;;;
254;Reparacion (compleja);ReparadorC3;07-01-2011 18:23;07-01-2011 18:23;;;;
254;Probar reparacion;Tester5;07-01-2011 18:23;07-01-2011 18:31;;;1;TRUE
254;Archivar reparacion;Sistema;07-01-2011 18:39;07-01-2011 18:39;;;1;TRUE
255;Registrar;Sistema;07-01-2011 6:09;07-01-2011 6:09;;;;
255;Analizar defecto;Tester5;07-01-2011 6:09;07-01-2011 6:15;7;T3;;
255;Reparacion (compleja);ReparadorC1;07-01-2011 6:20;07-01-2011 6:34;;;;
255;Informar a cliente;Sistema;07-01-2011 6:40;07-01-2011 6:40;;;;
255;Probar reparacion;Tester2;07-01-2011 6:44;07-01-2011 6:44;;;0;TRUE
255;Archivar reparacion;Sistema;07-01-2011 6:51;07-01-2011 6:51;;;0;TRUE
256;Registrar;Sistema;06-01-2011 5:55;06-01-2011 5:55;;;;
256;Analizar defecto;Tester3;06-01-2011 5:55;06-01-2011 6:00;1;T3;;
256;Informar a cliente;Sistema;06-01-2011 6:36;06-01-2011 6:36;;;;
256;Reparacion (simple);ReparadorS3;06-01-2011 6:37;06-01-2011 6:37;;;;
256;Probar reparacion;Tester6;06-01-2011 6:37;06-01-2011 6:42;;;1;TRUE
256;Archivar reparacion;Sistema;06-01-2011 6:49;06-01-2011 6:49;;;1;TRUE
257;Registrar;Sistema;07-01-2011 10:50;07-01-2011 10:50;;;;
257;Analizar defecto;Tester6;07-01-2011 10:50;07-01-2011 10:59;9;T1;;
257;Informar a cliente;Sistema;07-01-2011 11:26;07-01-2011 11:26;;;;
257;Reparacion (compleja);ReparadorC2;07-01-2011 11:34;07-01-2011 11:34;;;;
257;Probar reparacion;Tester5;07-01-2011 11:34;07-01-2011 11:43;;;0;FALSE
257;Volver a reparar;Sistema;07-01-2011 11:53;07-01-2011 11:53;;;;
257;Reparacion (compleja);ReparadorC1;07-01-2011 11:53;07-01-2011 12:05;;;;
257;Probar reparacion;Tester3;07-01-2011 12:05;07-01-2011 12:12;;;0;TRUE
257;Archivar reparacion;Sistema;07-01-2011 12:18;07-01-2011 12:18;;;0;TRUE
258;Registrar;Sistema;07-01-2011 6:21;07-01-2011 6:21;;;;
258;Analizar defecto;Tester3;07-01-2011 6:21;07-01-2011 6:29;9;T2;;
258;Reparacion (compleja);ReparadorC1;07-01-2011 6:40;07-01-2011 6:53;;;;
258;Probar reparacion;Tester3;07-01-2011 6:53;07-01-2011 7:02;;;0;TRUE
258;Informar a cliente;Sistema;07-01-2011 7:14;07-01-2011 7:14;;;;
258;Archivar reparacion;Sistema;07-01-2011 7:14;07-01-2011 7:14;;;0;TRUE
259;Registrar;Sistema;06-01-2011 14:33;06-01-2011 14:33;;;;
259;Analizar defecto;Tester5;06-01-2011 14:33;06-01-2011 14:39;3;T1;;
259;Informar a cliente;Sistema;06-01-2011 15:16;06-01-2011 15:16;;;;
259;Reparacion (simple);ReparadorS3;06-01-2011 15:23;06-01-2011 15:23;;;;
259;Probar reparacion;Tester6;06-01-2011 15:23;06-01-2011 15:28;;;1;TRUE
259;Archivar reparacion;Sistema;06-01-2011 15:35;06-01-2011 15:35;;;1;TRUE
26;Registrar;Sistema;01-01-2011 13:35;01-01-2011 13:35;;;;
26;Analizar defecto;Tester1;01-01-2011 13:35;01-01-2011 13:44;8;T2;;
26;Informar a cliente;Sistema;01-01-2011 14:22;01-01-2011 14:22;;;;
26;Reparacion (compleja);ReparadorC1;01-01-2011 14:30;01-01-2011 14:30;;;;
26;Probar reparacion;Tester2;01-01-2011 14:30;01-01-2011 14:38;;;0;TRUE
26;Archivar reparacion;Sistema;01-01-2011 14:48;01-01-2011 14:48;;;0;TRUE
260;Registrar;Sistema;07-01-2011 7:55;07-01-2011 7:55;;;;
260;Analizar defecto;Tester6;07-01-2011 7:55;07-01-2011 8:02;9;T2;;
260;Informar a cliente;Sistema;07-01-2011 8:48;07-01-2011 8:48;;;;
260;Reparacion (compleja);ReparadorC3;07-01-2011 9:05;07-01-2011 9:05;;;;
260;Probar reparacion;Tester5;07-01-2011 9:05;07-01-2011 9:13;;;0;TRUE
260;Archivar reparacion;Sistema;07-01-2011 9:23;07-01-2011 9:23;;;0;TRUE
261;Registrar;Sistema;07-01-2011 7:31;07-01-2011 7:31;;;;
261;Analizar defecto;Tester3;07-01-2011 7:31;07-01-2011 7:39;3;T3;;
261;Reparacion (simple);ReparadorS2;07-01-2011 7:48;07-01-2011 7:54;;;;
261;Probar reparacion;Tester2;07-01-2011 7:54;07-01-2011 8:01;;;1;TRUE
261;Informar a cliente;Sistema;07-01-2011 8:11;07-01-2011 8:11;;;;
261;Archivar reparacion;Sistema;07-01-2011 8:11;07-01-2011 8:11;;;1;TRUE
262;Registrar;Sistema;06-01-2011 20:28;06-01-2011 20:28;;;;
262;Analizar defecto;Tester1;06-01-2011 20:28;06-01-2011 20:37;9;T1;;
262;Reparacion (compleja);ReparadorC1;06-01-2011 20:44;06-01-2011 20:59;;;;
262;Informar a cliente;Sistema;06-01-2011 21:04;06-01-2011 21:04;;;;
262;Probar reparacion;Tester6;06-01-2011 21:06;06-01-2011 21:06;;;0;TRUE
262;Archivar reparacion;Sistema;06-01-2011 21:13;06-01-2011 21:13;;;0;TRUE
263;Registrar;Sistema;07-01-2011 16:02;07-01-2011 16:02;;;;
263;Analizar defecto;Tester6;07-01-2011 16:02;07-01-2011 16:12;4;T3;;
263;Reparacion (simple);ReparadorS2;07-01-2011 16:25;07-01-2011 16:40;;;;
263;Probar reparacion;Tester6;07-01-2011 16:40;07-01-2011 16:45;;;1;FALSE
263;Informar a cliente;Sistema;07-01-2011 16:48;07-01-2011 16:48;;;;
263;Volver a reparar;Sistema;07-01-2011 16:53;07-01-2011 16:53;;;;
263;Reparacion (simple);ReparadorS2;07-01-2011 16:53;07-01-2011 16:58;;;;
263;Probar reparacion;Tester4;07-01-2011 16:58;07-01-2011 17:04;;;2;FALSE
263;Volver a reparar;Sistema;07-01-2011 17:09;07-01-2011 17:09;;;;
263;Reparacion (simple);ReparadorS2;07-01-2011 17:09;07-01-2011 17:21;;;;
263;Probar reparacion;Tester6;07-01-2011 17:21;07-01-2011 17:26;;;3;FALSE
263;Archivar reparacion;Sistema;07-01-2011 17:33;07-01-2011 17:33;;;3;FALSE
264;Registrar;Sistema;07-01-2011 17:20;07-01-2011 17:20;;;;
264;Analizar defecto;Tester4;07-01-2011 17:20;07-01-2011 17:30;8;T1;;
264;Informar a cliente;Sistema;07-01-2011 17:47;07-01-2011 17:47;;;;
264;Reparacion (compleja);ReparadorC2;07-01-2011 17:53;07-01-2011 18:05;;;;
264;Probar reparacion;Tester4;07-01-2011 18:05;07-01-2011 18:14;;;0;TRUE
264;Archivar reparacion;Sistema;07-01-2011 18:23;07-01-2011 18:23;;;0;TRUE
265;Registrar;Sistema;07-01-2011 13:14;07-01-2011 13:14;;;;
265;Analizar defecto;Tester1;07-01-2011 13:14;07-01-2011 13:20;4;T1;;
265;Reparacion (simple);ReparadorS1;07-01-2011 13:24;07-01-2011 13:29;;;;
265;Probar reparacion;Tester5;07-01-2011 13:29;07-01-2011 13:35;;;1;FALSE
265;Volver a reparar;Sistema;07-01-2011 13:42;07-01-2011 13:42;;;;
265;Informar a cliente;Sistema;07-01-2011 13:45;07-01-2011 13:45;;;;
265;Reparacion (simple);ReparadorS2;07-01-2011 13:57;07-01-2011 13:57;;;;
265;Probar reparacion;Tester4;07-01-2011 13:57;07-01-2011 14:05;;;2;FALSE
265;Volver a reparar;Sistema;07-01-2011 14:12;07-01-2011 14:12;;;;
265;Reparacion (simple);ReparadorS1;07-01-2011 14:12;07-01-2011 14:17;;;;
265;Probar reparacion;Tester2;07-01-2011 14:17;07-01-2011 14:23;;;3;FALSE
265;Archivar reparacion;Sistema;07-01-2011 14:29;07-01-2011 14:29;;;3;FALSE
266;Registrar;Sistema;07-01-2011 12:17;07-01-2011 12:17;;;;
266;Analizar defecto;Tester4;07-01-2011 12:17;07-01-2011 12:27;6;T2;;
266;Informar a cliente;Sistema;07-01-2011 12:52;07-01-2011 12:52;;;;
266;Reparacion (simple);ReparadorS3;07-01-2011 12:59;07-01-2011 12:59;;;;
266;Probar reparacion;Tester5;07-01-2011 12:59;07-01-2011 13:09;;;1;TRUE
266;Archivar reparacion;Sistema;07-01-2011 13:18;07-01-2011 13:18;;;1;TRUE
267;Registrar;Sistema;06-01-2011 11:24;06-01-2011 11:24;;;;
267;Analizar defecto;Tester1;06-01-2011 11:24;06-01-2011 11:33;7;T2;;
267;Reparacion (compleja);ReparadorC2;06-01-2011 11:45;06-01-2011 11:56;;;;
267;Informar a cliente;Sistema;06-01-2011 11:56;06-01-2011 11:56;;;;
267;Probar reparacion;Tester2;06-01-2011 12:01;06-01-2011 12:01;;;0;TRUE
267;Archivar reparacion;Sistema;06-01-2011 12:08;06-01-2011 12:08;;;0;TRUE
268;Registrar;Sistema;07-01-2011 4:58;07-01-2011 4:58;;;;
268;Analizar defecto;Tester1;07-01-2011 4:58;07-01-2011 5:03;7;T1;;
268;Informar a cliente;Sistema;07-01-2011 5:52;07-01-2011 5:52;;;;
268;Reparacion (compleja);ReparadorC3;07-01-2011 6:21;07-01-2011 6:21;;;;
268;Probar reparacion;Tester5;07-01-2011 6:21;07-01-2011 6:29;;;0;TRUE
268;Archivar reparacion;Sistema;07-01-2011 6:39;07-01-2011 6:39;;;0;TRUE
269;Registrar;Sistema;07-01-2011 23:20;07-01-2011 23:20;;;;
269;Analizar defecto;Tester5;07-01-2011 23:20;07-01-2011 23:27;8;T3;;
269;Informar a cliente;Sistema;07-01-2011 23:50;07-01-2011 23:50;;;;
269;Reparacion (compleja);ReparadorC2;07-01-2011 23:52;08-01-2011 0:08;;;;
269;Probar reparacion;Tester2;08-01-2011 0:08;08-01-2011 0:16;;;0;TRUE
269;Archivar reparacion;Sistema;08-01-2011 0:21;08-01-2011 0:21;;;0;TRUE
27;Registrar;Sistema;02-01-2011 18:56;02-01-2011 18:56;;;;
27;Analizar defecto;Tester5;02-01-2011 18:56;02-01-2011 19:02;1;T3;;
27;Reparacion (simple);ReparadorS3;02-01-2011 19:16;02-01-2011 19:30;;;;
27;Informar a cliente;Sistema;02-01-2011 19:36;02-01-2011 19:36;;;;
27;Probar reparacion;Tester4;02-01-2011 19:36;02-01-2011 19:36;;;1;TRUE
27;Archivar reparacion;Sistema;02-01-2011 19:42;02-01-2011 19:42;;;1;TRUE
270;Registrar;Sistema;07-01-2011 12:35;07-01-2011 12:35;;;;
270;Analizar defecto;Tester6;07-01-2011 12:35;07-01-2011 12:42;4;T1;;
270;Reparacion (simple);ReparadorS1;07-01-2011 12:54;07-01-2011 12:59;;;;
270;Probar reparacion;Tester3;07-01-2011 12:59;07-01-2011 13:07;;;1;FALSE
270;Volver a reparar;Sistema;07-01-2011 13:17;07-01-2011 13:17;;;;
270;Informar a cliente;Sistema;07-01-2011 13:23;07-01-2011 13:23;;;;
270;Reparacion (simple);ReparadorS2;07-01-2011 13:27;07-01-2011 13:27;;;;
270;Probar reparacion;Tester1;07-01-2011 13:27;07-01-2011 13:35;;;2;TRUE
270;Archivar reparacion;Sistema;07-01-2011 13:40;07-01-2011 13:40;;;2;TRUE
271;Registrar;Sistema;06-01-2011 22:34;06-01-2011 22:34;;;;
271;Analizar defecto;Tester5;06-01-2011 22:34;06-01-2011 22:42;4;T3;;
271;Reparacion (simple);ReparadorS1;06-01-2011 22:46;06-01-2011 22:52;;;;
271;Probar reparacion;Tester5;06-01-2011 22:52;06-01-2011 22:57;;;1;FALSE
271;Volver a reparar;Sistema;06-01-2011 23:07;06-01-2011 23:07;;;;
271;Reparacion (simple);ReparadorS3;06-01-2011 23:07;06-01-2011 23:17;;;;
271;Probar reparacion;Tester1;06-01-2011 23:17;06-01-2011 23:22;;;2;TRUE
271;Informar a cliente;Sistema;06-01-2011 23:30;06-01-2011 23:30;;;;
271;Archivar reparacion;Sistema;06-01-2011 23:32;06-01-2011 23:32;;;2;TRUE
272;Registrar;Sistema;08-01-2011 0:02;08-01-2011 0:02;;;;
272;Analizar defecto;Tester3;08-01-2011 0:02;08-01-2011 0:08;9;T2;;
272;Reparacion (compleja);ReparadorC2;08-01-2011 0:15;08-01-2011 0:27;;;;
272;Probar reparacion;Tester4;08-01-2011 0:27;08-01-2011 0:35;;;0;FALSE
272;Volver a reparar;Sistema;08-01-2011 0:40;08-01-2011 0:40;;;;
272;Informar a cliente;Sistema;08-01-2011 0:41;08-01-2011 0:41;;;;
272;Reparacion (compleja);ReparadorC2;08-01-2011 0:53;08-01-2011 0:53;;;;
272;Probar reparacion;Tester1;08-01-2011 0:53;08-01-2011 0:59;;;0;TRUE
272;Archivar reparacion;Sistema;08-01-2011 1:09;08-01-2011 1:09;;;0;TRUE
273;Registrar;Sistema;06-01-2011 17:26;06-01-2011 17:26;;;;
273;Analizar defecto;Tester3;06-01-2011 17:26;06-01-2011 17:34;7;T3;;
273;Reparacion (compleja);ReparadorC1;06-01-2011 17:54;06-01-2011 18:13;;;;
273;Informar a cliente;Sistema;06-01-2011 18:18;06-01-2011 18:18;;;;
273;Probar reparacion;Tester4;06-01-2011 18:22;06-01-2011 18:22;;;0;TRUE
273;Archivar reparacion;Sistema;06-01-2011 18:29;06-01-2011 18:29;;;0;TRUE
274;Registrar;Sistema;07-01-2011 19:46;07-01-2011 19:46;;;;
274;Analizar defecto;Tester5;07-01-2011 19:46;07-01-2011 19:56;4;T3;;
274;Reparacion (simple);ReparadorS2;07-01-2011 20:16;07-01-2011 20:28;;;;
274;Probar reparacion;Tester2;07-01-2011 20:28;07-01-2011 20:34;;;1;TRUE
274;Informar a cliente;Sistema;07-01-2011 20:36;07-01-2011 20:36;;;;
274;Archivar reparacion;Sistema;07-01-2011 20:44;07-01-2011 20:44;;;1;TRUE
275;Registrar;Sistema;07-01-2011 18:18;07-01-2011 18:18;;;;
275;Analizar defecto;Tester2;07-01-2011 18:18;07-01-2011 18:23;6;T2;;
275;Informar a cliente;Sistema;07-01-2011 18:43;07-01-2011 18:43;;;;
275;Reparacion (compleja);ReparadorC3;07-01-2011 19:21;07-01-2011 19:21;;;;
275;Probar reparacion;Tester2;07-01-2011 19:21;07-01-2011 19:26;;;0;TRUE
275;Archivar reparacion;Sistema;07-01-2011 19:33;07-01-2011 19:33;;;0;TRUE
276;Registrar;Sistema;06-01-2011 18:18;06-01-2011 18:18;;;;
276;Analizar defecto;Tester2;06-01-2011 18:18;06-01-2011 18:28;6;T2;;
276;Informar a cliente;Sistema;06-01-2011 19:11;06-01-2011 19:11;;;;
276;Reparacion (compleja);ReparadorC3;06-01-2011 19:38;06-01-2011 19:38;;;;
276;Probar reparacion;Tester5;06-01-2011 19:38;06-01-2011 19:44;;;0;TRUE
276;Archivar reparacion;Sistema;06-01-2011 19:52;06-01-2011 19:52;;;0;TRUE
277;Registrar;Sistema;08-01-2011 5:44;08-01-2011 5:44;;;;
277;Analizar defecto;Tester1;08-01-2011 5:44;08-01-2011 5:50;8;T1;;
277;Informar a cliente;Sistema;08-01-2011 6:18;08-01-2011 6:18;;;;
277;Reparacion (compleja);ReparadorC3;08-01-2011 6:47;08-01-2011 6:47;;;;
277;Probar reparacion;Tester5;08-01-2011 6:47;08-01-2011 6:54;;;0;TRUE
277;Archivar reparacion;Sistema;08-01-2011 7:04;08-01-2011 7:04;;;0;TRUE
278;Registrar;Sistema;07-01-2011 7:10;07-01-2011 7:10;;;;
278;Analizar defecto;Tester2;07-01-2011 7:10;07-01-2011 7:16;3;T2;;
278;Reparacion (simple);ReparadorS3;07-01-2011 7:25;07-01-2011 7:44;;;;
278;Informar a cliente;Sistema;07-01-2011 7:52;07-01-2011 7:52;;;;
278;Probar reparacion;Tester5;07-01-2011 7:54;07-01-2011 7:54;;;1;TRUE
278;Archivar reparacion;Sistema;07-01-2011 7:59;07-01-2011 7:59;;;1;TRUE
279;Registrar;Sistema;07-01-2011 8:52;07-01-2011 8:52;;;;
279;Analizar defecto;Tester6;07-01-2011 8:52;07-01-2011 8:59;4;T1;;
279;Informar a cliente;Sistema;07-01-2011 9:16;07-01-2011 9:16;;;;
279;Reparacion (simple);ReparadorS2;07-01-2011 9:17;07-01-2011 9:32;;;;
279;Probar reparacion;Tester4;07-01-2011 9:32;07-01-2011 9:37;;;1;TRUE
279;Archivar reparacion;Sistema;07-01-2011 9:47;07-01-2011 9:47;;;1;TRUE
28;Registrar;Sistema;02-01-2011 8:00;02-01-2011 8:00;;;;
28;Analizar defecto;Tester4;02-01-2011 8:00;02-01-2011 8:08;7;T1;;
28;Informar a cliente;Sistema;02-01-2011 8:25;02-01-2011 8:25;;;;
28;Reparacion (compleja);ReparadorC3;02-01-2011 8:28;02-01-2011 9:09;;;;
28;Probar reparacion;Tester5;02-01-2011 9:09;02-01-2011 9:19;;;0;TRUE
28;Archivar reparacion;Sistema;02-01-2011 9:29;02-01-2011 9:29;;;0;TRUE
280;Registrar;Sistema;07-01-2011 3:28;07-01-2011 3:28;;;;
280;Analizar defecto;Tester5;07-01-2011 3:28;07-01-2011 3:33;5;T1;;
280;Reparacion (simple);ReparadorS1;07-01-2011 3:35;07-01-2011 3:40;;;;
280;Probar reparacion;Tester3;07-01-2011 3:40;07-01-2011 3:46;;;1;FALSE
280;Volver a reparar;Sistema;07-01-2011 3:54;07-01-2011 3:54;;;;
280;Reparacion (simple);ReparadorS3;07-01-2011 3:54;07-01-2011 4:05;;;;
280;Probar reparacion;Tester5;07-01-2011 4:05;07-01-2011 4:12;;;2;TRUE
280;Informar a cliente;Sistema;07-01-2011 4:15;07-01-2011 4:15;;;;
280;Archivar reparacion;Sistema;07-01-2011 4:19;07-01-2011 4:19;;;2;TRUE
281;Registrar;Sistema;07-01-2011 14:17;07-01-2011 14:17;;;;
281;Analizar defecto;Tester3;07-01-2011 14:17;07-01-2011 14:22;5;T3;;
281;Reparacion (simple);ReparadorS1;07-01-2011 14:36;07-01-2011 14:41;;;;
281;Probar reparacion;Tester5;07-01-2011 14:41;07-01-2011 14:48;;;1;FALSE
281;Volver a reparar;Sistema;07-01-2011 14:56;07-01-2011 14:56;;;;
281;Informar a cliente;Sistema;07-01-2011 14:57;07-01-2011 14:57;;;;
281;Reparacion (compleja);ReparadorC2;07-01-2011 15:14;07-01-2011 15:14;;;;
281;Probar reparacion;Tester1;07-01-2011 15:14;07-01-2011 15:19;;;1;TRUE
281;Archivar reparacion;Sistema;07-01-2011 15:25;07-01-2011 15:25;;;1;TRUE
282;Registrar;Sistema;07-01-2011 6:12;07-01-2011 6:12;;;;
282;Analizar defecto;Tester1;07-01-2011 6:12;07-01-2011 6:18;6;T2;;
282;Reparacion (compleja);ReparadorC2;07-01-2011 6:37;07-01-2011 6:51;;;;
282;Probar reparacion;Tester4;07-01-2011 6:51;07-01-2011 6:59;;;0;TRUE
282;Informar a cliente;Sistema;07-01-2011 7:04;07-01-2011 7:04;;;;
282;Archivar reparacion;Sistema;07-01-2011 7:05;07-01-2011 7:05;;;0;TRUE
283;Registrar;Sistema;08-01-2011 8:27;08-01-2011 8:27;;;;
283;Analizar defecto;Tester6;08-01-2011 8:27;08-01-2011 8:35;9;T1;;
283;Reparacion (compleja);ReparadorC2;08-01-2011 8:59;08-01-2011 9:09;;;;
283;Probar reparacion;Tester5;08-01-2011 9:09;08-01-2011 9:16;;;0;FALSE
283;Informar a cliente;Sistema;08-01-2011 9:16;08-01-2011 9:16;;;;
283;Volver a reparar;Sistema;08-01-2011 9:21;08-01-2011 9:21;;;;
283;Reparacion (compleja);ReparadorC2;08-01-2011 9:21;08-01-2011 9:40;;;;
283;Probar reparacion;Tester5;08-01-2011 9:40;08-01-2011 9:47;;;0;TRUE
283;Archivar reparacion;Sistema;08-01-2011 9:53;08-01-2011 9:53;;;0;TRUE
284;Registrar;Sistema;08-01-2011 8:21;08-01-2011 8:21;;;;
284;Analizar defecto;Tester1;08-01-2011 8:21;08-01-2011 8:31;9;T3;;
284;Informar a cliente;Sistema;08-01-2011 8:54;08-01-2011 8:54;;;;
284;Reparacion (compleja);ReparadorC3;08-01-2011 9:32;08-01-2011 9:32;;;;
284;Probar reparacion;Tester6;08-01-2011 9:32;08-01-2011 9:41;;;0;TRUE
284;Archivar reparacion;Sistema;08-01-2011 9:49;08-01-2011 9:49;;;0;TRUE
285;Registrar;Sistema;07-01-2011 16:41;07-01-2011 16:41;;;;
285;Analizar defecto;Tester4;07-01-2011 16:41;07-01-2011 16:49;8;T2;;
285;Informar a cliente;Sistema;07-01-2011 17:12;07-01-2011 17:12;;;;
285;Reparacion (compleja);ReparadorC2;07-01-2011 17:15;07-01-2011 17:33;;;;
285;Probar reparacion;Tester4;07-01-2011 17:33;07-01-2011 17:40;;;0;TRUE
285;Archivar reparacion;Sistema;07-01-2011 17:46;07-01-2011 17:46;;;0;TRUE
286;Registrar;Sistema;07-01-2011 17:51;07-01-2011 17:51;;;;
286;Analizar defecto;Tester6;07-01-2011 17:51;07-01-2011 18:00;6;T2;;
286;Informar a cliente;Sistema;07-01-2011 18:28;07-01-2011 18:28;;;;
286;Reparacion (compleja);ReparadorC2;07-01-2011 18:39;07-01-2011 18:39;;;;
286;Probar reparacion;Tester2;07-01-2011 18:39;07-01-2011 18:45;;;0;TRUE
286;Archivar reparacion;Sistema;07-01-2011 18:55;07-01-2011 18:55;;;0;TRUE
287;Registrar;Sistema;07-01-2011 3:03;07-01-2011 3:03;;;;
287;Analizar defecto;Tester2;07-01-2011 3:03;07-01-2011 3:09;6;T3;;
287;Reparacion (compleja);ReparadorC1;07-01-2011 3:32;07-01-2011 3:46;;;;
287;Probar reparacion;Tester6;07-01-2011 3:46;07-01-2011 3:54;;;0;TRUE
287;Informar a cliente;Sistema;07-01-2011 3:58;07-01-2011 3:58;;;;
287;Archivar reparacion;Sistema;07-01-2011 4:01;07-01-2011 4:01;;;0;TRUE
288;Registrar;Sistema;07-01-2011 8:02;07-01-2011 8:02;;;;
288;Analizar defecto;Tester1;07-01-2011 8:02;07-01-2011 8:11;2;T1;;
288;Informar a cliente;Sistema;07-01-2011 8:37;07-01-2011 8:37;;;;
288;Reparacion (simple);ReparadorS3;07-01-2011 8:40;07-01-2011 8:40;;;;
288;Probar reparacion;Tester3;07-01-2011 8:40;07-01-2011 8:48;;;1;TRUE
